,0
3907,"[[0, 1], [1, 2], [0, 2, 4], [0, 3, 4], [1, 3, 4]]"
3908,"[[0, 1], [1, 2], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
3909,"[[0, 1], [1, 2], [0, 2, 4], [1, 3, 4], [2, 3, 4]]"
3910,"[[0, 1], [1, 2], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
3911,"[[0, 1], [1, 3], [1, 4], [2, 3], [2, 4]]"
3912,"[[0, 1], [1, 3], [1, 4], [2, 3], [3, 4]]"
3913,"[[0, 1], [1, 3], [1, 4], [2, 3], [0, 2, 4]]"
3914,"[[0, 1], [1, 3], [1, 4], [2, 3], [0, 3, 4]]"
3915,"[[0, 1], [1, 3], [1, 4], [2, 4], [3, 4]]"
3916,"[[0, 1], [1, 3], [1, 4], [2, 4], [0, 2, 3]]"
3917,"[[0, 1], [1, 3], [1, 4], [2, 4], [0, 3, 4]]"
3918,"[[0, 1], [1, 3], [1, 4], [3, 4], [0, 2, 3]]"
3919,"[[0, 1], [1, 3], [1, 4], [3, 4], [0, 2, 4]]"
3920,"[[0, 1], [1, 3], [1, 4], [0, 2, 3], [0, 2, 4]]"
3921,"[[0, 1], [1, 3], [1, 4], [0, 2, 3], [0, 3, 4]]"
3922,"[[0, 1], [1, 3], [1, 4], [0, 2, 3], [2, 3, 4]]"
3923,"[[0, 1], [1, 3], [1, 4], [0, 2, 4], [0, 3, 4]]"
3924,"[[0, 1], [1, 3], [1, 4], [0, 2, 4], [2, 3, 4]]"
3925,"[[0, 1], [1, 3], [1, 4], [0, 3, 4], [2, 3, 4]]"
3926,"[[0, 1], [1, 3], [2, 3], [2, 4], [3, 4]]"
3927,"[[0, 1], [1, 3], [2, 3], [2, 4], [0, 3, 4]]"
3928,"[[0, 1], [1, 3], [2, 3], [3, 4], [0, 2, 4]]"
3929,"[[0, 1], [1, 3], [2, 3], [3, 4], [1, 2, 4]]"
3930,"[[0, 1], [1, 3], [2, 3], [0, 2, 4], [0, 3, 4]]"
3931,"[[0, 1], [1, 3], [2, 3], [0, 2, 4], [1, 2, 4]]"
3932,"[[0, 1], [1, 3], [2, 3], [0, 3, 4], [1, 2, 4]]"
3933,"[[0, 1], [1, 3], [2, 4], [3, 4], [0, 2, 3]]"
3934,"[[0, 1], [1, 3], [2, 4], [0, 2, 3], [0, 3, 4]]"
3935,"[[0, 1], [1, 3], [3, 4], [0, 2, 3], [0, 2, 4]]"
3936,"[[0, 1], [1, 3], [3, 4], [0, 2, 3], [1, 2, 4]]"
3937,"[[0, 1], [1, 3], [3, 4], [0, 2, 4], [1, 2, 4]]"
3938,"[[0, 1], [1, 3], [0, 2, 3], [0, 2, 4], [0, 3, 4]]"
3939,"[[0, 1], [1, 3], [0, 2, 3], [0, 2, 4], [1, 2, 4]]"
3940,"[[0, 1], [1, 3], [0, 2, 3], [0, 2, 4], [2, 3, 4]]"
3941,"[[0, 1], [1, 3], [0, 2, 3], [0, 3, 4], [1, 2, 4]]"
3942,"[[0, 1], [1, 3], [0, 2, 3], [0, 3, 4], [2, 3, 4]]"
3943,"[[0, 1], [1, 3], [0, 2, 3], [1, 2, 4], [2, 3, 4]]"
3944,"[[0, 1], [1, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4]]"
3945,"[[0, 1], [1, 3], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
3946,"[[0, 1], [1, 3], [0, 2, 4], [1, 2, 4], [2, 3, 4]]"
3947,"[[0, 1], [1, 3], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
3948,"[[0, 1], [1, 4], [2, 3], [2, 4], [3, 4]]"
3949,"[[0, 1], [1, 4], [2, 3], [2, 4], [0, 3, 4]]"
3950,"[[0, 1], [1, 4], [2, 3], [3, 4], [0, 2, 4]]"
3951,"[[0, 1], [1, 4], [2, 3], [0, 2, 4], [0, 3, 4]]"
3952,"[[0, 1], [1, 4], [2, 4], [3, 4], [0, 2, 3]]"
3953,"[[0, 1], [1, 4], [2, 4], [3, 4], [1, 2, 3]]"
3954,"[[0, 1], [1, 4], [2, 4], [0, 2, 3], [0, 3, 4]]"
3955,"[[0, 1], [1, 4], [2, 4], [0, 2, 3], [1, 2, 3]]"
3956,"[[0, 1], [1, 4], [2, 4], [0, 3, 4], [1, 2, 3]]"
3957,"[[0, 1], [1, 4], [3, 4], [0, 2, 3], [0, 2, 4]]"
3958,"[[0, 1], [1, 4], [3, 4], [0, 2, 3], [1, 2, 3]]"
3959,"[[0, 1], [1, 4], [3, 4], [0, 2, 4], [1, 2, 3]]"
3960,"[[0, 1], [1, 4], [0, 2, 3], [0, 2, 4], [0, 3, 4]]"
3961,"[[0, 1], [1, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3]]"
3962,"[[0, 1], [1, 4], [0, 2, 3], [0, 2, 4], [2, 3, 4]]"
3963,"[[0, 1], [1, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3]]"
3964,"[[0, 1], [1, 4], [0, 2, 3], [0, 3, 4], [2, 3, 4]]"
3965,"[[0, 1], [1, 4], [0, 2, 3], [1, 2, 3], [2, 3, 4]]"
3966,"[[0, 1], [1, 4], [0, 2, 4], [0, 3, 4], [1, 2, 3]]"
3967,"[[0, 1], [1, 4], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
3968,"[[0, 1], [1, 4], [0, 2, 4], [1, 2, 3], [2, 3, 4]]"
3969,"[[0, 1], [1, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
3970,"[[0, 1], [2, 3], [2, 4], [0, 3, 4], [1, 3, 4]]"
3971,"[[0, 1], [2, 3], [3, 4], [0, 2, 4], [1, 2, 4]]"
3972,"[[0, 1], [2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4]]"
3973,"[[0, 1], [2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4]]"
3974,"[[0, 1], [2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4]]"
3975,"[[0, 1], [2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
3976,"[[0, 1], [2, 4], [3, 4], [0, 2, 3], [1, 2, 3]]"
3977,"[[0, 1], [2, 4], [0, 2, 3], [0, 3, 4], [1, 2, 3]]"
3978,"[[0, 1], [2, 4], [0, 2, 3], [0, 3, 4], [1, 3, 4]]"
3979,"[[0, 1], [2, 4], [0, 2, 3], [1, 2, 3], [1, 3, 4]]"
3980,"[[0, 1], [2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
3981,"[[0, 1], [3, 4], [0, 2, 3], [0, 2, 4], [1, 2, 3]]"
3982,"[[0, 1], [3, 4], [0, 2, 3], [0, 2, 4], [1, 2, 4]]"
3983,"[[0, 1], [3, 4], [0, 2, 3], [1, 2, 3], [1, 2, 4]]"
3984,"[[0, 1], [3, 4], [0, 2, 4], [1, 2, 3], [1, 2, 4]]"
3985,"[[0, 1], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3]]"
3986,"[[0, 1], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 4]]"
3987,"[[0, 1], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 3, 4]]"
3988,"[[0, 1], [0, 2, 3], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
3989,"[[0, 1], [0, 2, 3], [0, 2, 4], [0, 3, 4], [1, 2, 3, 4]]"
3990,"[[0, 1], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 2, 4]]"
3991,"[[0, 1], [0, 2, 3], [0, 2, 4], [1, 2, 3], [1, 3, 4]]"
3992,"[[0, 1], [0, 2, 3], [0, 2, 4], [1, 2, 3], [2, 3, 4]]"
3993,"[[0, 1], [0, 2, 3], [0, 2, 4], [1, 2, 4], [1, 3, 4]]"
3994,"[[0, 1], [0, 2, 3], [0, 2, 4], [1, 2, 4], [2, 3, 4]]"
3995,"[[0, 1], [0, 2, 3], [0, 2, 4], [1, 3, 4], [2, 3, 4]]"
3996,"[[0, 1], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
3997,"[[0, 1], [0, 2, 3], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
3998,"[[0, 1], [0, 2, 3], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
3999,"[[0, 1], [0, 2, 3], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
4000,"[[0, 1], [0, 2, 3], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
4001,"[[0, 1], [0, 2, 3], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
4002,"[[0, 1], [0, 2, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
4003,"[[0, 1], [0, 2, 3], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
4004,"[[0, 1], [0, 2, 3], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
4005,"[[0, 1], [0, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
4006,"[[0, 1], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 2, 4]]"
4007,"[[0, 1], [0, 2, 4], [0, 3, 4], [1, 2, 3], [1, 3, 4]]"
4008,"[[0, 1], [0, 2, 4], [0, 3, 4], [1, 2, 3], [2, 3, 4]]"
4009,"[[0, 1], [0, 2, 4], [0, 3, 4], [1, 2, 4], [1, 3, 4]]"
4010,"[[0, 1], [0, 2, 4], [0, 3, 4], [1, 2, 4], [2, 3, 4]]"
4011,"[[0, 1], [0, 2, 4], [0, 3, 4], [1, 3, 4], [2, 3, 4]]"
4012,"[[0, 1], [0, 2, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
4013,"[[0, 1], [0, 2, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
4014,"[[0, 1], [0, 2, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
4015,"[[0, 1], [0, 2, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
4016,"[[0, 1], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
4017,"[[0, 1], [0, 3, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
4018,"[[0, 1], [0, 3, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
4019,"[[0, 1], [0, 3, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
4020,"[[0, 1], [1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
4021,"[[0, 1], [1, 2, 3], [1, 2, 4], [1, 3, 4], [0, 2, 3, 4]]"
4022,"[[0, 2], [0, 3], [0, 4], [1, 2], [1, 3]]"
4023,"[[0, 2], [0, 3], [0, 4], [1, 2], [1, 4]]"
4024,"[[0, 2], [0, 3], [0, 4], [1, 2], [2, 3]]"
4025,"[[0, 2], [0, 3], [0, 4], [1, 2], [2, 4]]"
4026,"[[0, 2], [0, 3], [0, 4], [1, 2], [3, 4]]"
4027,"[[0, 2], [0, 3], [0, 4], [1, 2], [1, 3, 4]]"
4028,"[[0, 2], [0, 3], [0, 4], [1, 2], [2, 3, 4]]"
4029,"[[0, 2], [0, 3], [0, 4], [1, 3], [1, 4]]"
4030,"[[0, 2], [0, 3], [0, 4], [1, 3], [2, 3]]"
4031,"[[0, 2], [0, 3], [0, 4], [1, 3], [2, 4]]"
4032,"[[0, 2], [0, 3], [0, 4], [1, 3], [3, 4]]"
4033,"[[0, 2], [0, 3], [0, 4], [1, 3], [1, 2, 4]]"
4034,"[[0, 2], [0, 3], [0, 4], [1, 3], [2, 3, 4]]"
4035,"[[0, 2], [0, 3], [0, 4], [1, 4], [2, 3]]"
4036,"[[0, 2], [0, 3], [0, 4], [1, 4], [2, 4]]"
4037,"[[0, 2], [0, 3], [0, 4], [1, 4], [3, 4]]"
4038,"[[0, 2], [0, 3], [0, 4], [1, 4], [1, 2, 3]]"
4039,"[[0, 2], [0, 3], [0, 4], [1, 4], [2, 3, 4]]"
4040,"[[0, 2], [0, 3], [0, 4], [2, 3], [2, 4]]"
4041,"[[0, 2], [0, 3], [0, 4], [2, 3], [3, 4]]"
4042,"[[0, 2], [0, 3], [0, 4], [2, 3], [1, 2, 4]]"
4043,"[[0, 2], [0, 3], [0, 4], [2, 3], [1, 3, 4]]"
4044,"[[0, 2], [0, 3], [0, 4], [2, 4], [3, 4]]"
4045,"[[0, 2], [0, 3], [0, 4], [2, 4], [1, 2, 3]]"
4046,"[[0, 2], [0, 3], [0, 4], [2, 4], [1, 3, 4]]"
4047,"[[0, 2], [0, 3], [0, 4], [3, 4], [1, 2, 3]]"
4048,"[[0, 2], [0, 3], [0, 4], [3, 4], [1, 2, 4]]"
4049,"[[0, 2], [0, 3], [0, 4], [1, 2, 3], [1, 2, 4]]"
4050,"[[0, 2], [0, 3], [0, 4], [1, 2, 3], [1, 3, 4]]"
4051,"[[0, 2], [0, 3], [0, 4], [1, 2, 3], [2, 3, 4]]"
4052,"[[0, 2], [0, 3], [0, 4], [1, 2, 4], [1, 3, 4]]"
4053,"[[0, 2], [0, 3], [0, 4], [1, 2, 4], [2, 3, 4]]"
4054,"[[0, 2], [0, 3], [0, 4], [1, 3, 4], [2, 3, 4]]"
4055,"[[0, 2], [0, 3], [1, 2], [1, 3], [1, 4]]"
4056,"[[0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]"
4057,"[[0, 2], [0, 3], [1, 2], [1, 3], [2, 4]]"
4058,"[[0, 2], [0, 3], [1, 2], [1, 3], [3, 4]]"
4059,"[[0, 2], [0, 3], [1, 2], [1, 3], [0, 1, 4]]"
4060,"[[0, 2], [0, 3], [1, 2], [1, 3], [2, 3, 4]]"
4061,"[[0, 2], [0, 3], [1, 2], [1, 4], [2, 3]]"
4062,"[[0, 2], [0, 3], [1, 2], [1, 4], [2, 4]]"
4063,"[[0, 2], [0, 3], [1, 2], [1, 4], [3, 4]]"
4064,"[[0, 2], [0, 3], [1, 2], [1, 4], [2, 3, 4]]"
4065,"[[0, 2], [0, 3], [1, 2], [2, 3], [2, 4]]"
4066,"[[0, 2], [0, 3], [1, 2], [2, 3], [3, 4]]"
4067,"[[0, 2], [0, 3], [1, 2], [2, 3], [0, 1, 4]]"
4068,"[[0, 2], [0, 3], [1, 2], [2, 3], [1, 3, 4]]"
4069,"[[0, 2], [0, 3], [1, 2], [2, 4], [3, 4]]"
4070,"[[0, 2], [0, 3], [1, 2], [2, 4], [0, 1, 4]]"
4071,"[[0, 2], [0, 3], [1, 2], [2, 4], [1, 3, 4]]"
4072,"[[0, 2], [0, 3], [1, 2], [3, 4], [0, 1, 4]]"
4073,"[[0, 2], [0, 3], [1, 2], [0, 1, 4], [1, 3, 4]]"
4074,"[[0, 2], [0, 3], [1, 2], [0, 1, 4], [2, 3, 4]]"
4075,"[[0, 2], [0, 3], [1, 2], [1, 3, 4], [2, 3, 4]]"
4076,"[[0, 2], [0, 3], [1, 3], [1, 4], [2, 3]]"
4077,"[[0, 2], [0, 3], [1, 3], [1, 4], [2, 4]]"
4078,"[[0, 2], [0, 3], [1, 3], [1, 4], [3, 4]]"
4079,"[[0, 2], [0, 3], [1, 3], [1, 4], [2, 3, 4]]"
4080,"[[0, 2], [0, 3], [1, 3], [2, 3], [2, 4]]"
4081,"[[0, 2], [0, 3], [1, 3], [2, 3], [3, 4]]"
4082,"[[0, 2], [0, 3], [1, 3], [2, 3], [0, 1, 4]]"
4083,"[[0, 2], [0, 3], [1, 3], [2, 3], [1, 2, 4]]"
4084,"[[0, 2], [0, 3], [1, 3], [2, 4], [3, 4]]"
4085,"[[0, 2], [0, 3], [1, 3], [2, 4], [0, 1, 4]]"
4086,"[[0, 2], [0, 3], [1, 3], [3, 4], [0, 1, 4]]"
4087,"[[0, 2], [0, 3], [1, 3], [3, 4], [1, 2, 4]]"
4088,"[[0, 2], [0, 3], [1, 3], [0, 1, 4], [1, 2, 4]]"
4089,"[[0, 2], [0, 3], [1, 3], [0, 1, 4], [2, 3, 4]]"
4090,"[[0, 2], [0, 3], [1, 3], [1, 2, 4], [2, 3, 4]]"
4091,"[[0, 2], [0, 3], [1, 4], [2, 3], [2, 4]]"
4092,"[[0, 2], [0, 3], [1, 4], [2, 3], [3, 4]]"
4093,"[[0, 2], [0, 3], [1, 4], [2, 4], [3, 4]]"
4094,"[[0, 2], [0, 3], [1, 4], [2, 4], [1, 2, 3]]"
4095,"[[0, 2], [0, 3], [1, 4], [3, 4], [1, 2, 3]]"
4096,"[[0, 2], [0, 3], [1, 4], [1, 2, 3], [2, 3, 4]]"
4097,"[[0, 2], [0, 3], [2, 3], [2, 4], [3, 4]]"
4098,"[[0, 2], [0, 3], [2, 3], [2, 4], [0, 1, 4]]"
4099,"[[0, 2], [0, 3], [2, 3], [2, 4], [1, 3, 4]]"
4100,"[[0, 2], [0, 3], [2, 3], [3, 4], [0, 1, 4]]"
4101,"[[0, 2], [0, 3], [2, 3], [3, 4], [1, 2, 4]]"
4102,"[[0, 2], [0, 3], [2, 3], [0, 1, 4], [1, 2, 4]]"
4103,"[[0, 2], [0, 3], [2, 3], [0, 1, 4], [1, 3, 4]]"
4104,"[[0, 2], [0, 3], [2, 3], [1, 2, 4], [1, 3, 4]]"
4105,"[[0, 2], [0, 3], [2, 4], [3, 4], [0, 1, 4]]"
4106,"[[0, 2], [0, 3], [2, 4], [3, 4], [1, 2, 3]]"
4107,"[[0, 2], [0, 3], [2, 4], [0, 1, 4], [1, 2, 3]]"
4108,"[[0, 2], [0, 3], [2, 4], [0, 1, 4], [1, 3, 4]]"
4109,"[[0, 2], [0, 3], [2, 4], [1, 2, 3], [1, 3, 4]]"
4110,"[[0, 2], [0, 3], [3, 4], [0, 1, 4], [1, 2, 3]]"
4111,"[[0, 2], [0, 3], [3, 4], [0, 1, 4], [1, 2, 4]]"
4112,"[[0, 2], [0, 3], [3, 4], [1, 2, 3], [1, 2, 4]]"
4113,"[[0, 2], [0, 3], [0, 1, 4], [1, 2, 3], [1, 2, 4]]"
4114,"[[0, 2], [0, 3], [0, 1, 4], [1, 2, 3], [1, 3, 4]]"
4115,"[[0, 2], [0, 3], [0, 1, 4], [1, 2, 3], [2, 3, 4]]"
4116,"[[0, 2], [0, 3], [0, 1, 4], [1, 2, 4], [1, 3, 4]]"
4117,"[[0, 2], [0, 3], [0, 1, 4], [1, 2, 4], [2, 3, 4]]"
4118,"[[0, 2], [0, 3], [0, 1, 4], [1, 3, 4], [2, 3, 4]]"
4119,"[[0, 2], [0, 3], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
4120,"[[0, 2], [0, 3], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
4121,"[[0, 2], [0, 3], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
4122,"[[0, 2], [0, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
4123,"[[0, 2], [0, 4], [1, 2], [1, 3], [1, 4]]"
4124,"[[0, 2], [0, 4], [1, 2], [1, 3], [2, 3]]"
4125,"[[0, 2], [0, 4], [1, 2], [1, 3], [2, 4]]"
4126,"[[0, 2], [0, 4], [1, 2], [1, 3], [3, 4]]"
4127,"[[0, 2], [0, 4], [1, 2], [1, 3], [2, 3, 4]]"
4128,"[[0, 2], [0, 4], [1, 2], [1, 4], [2, 3]]"
4129,"[[0, 2], [0, 4], [1, 2], [1, 4], [2, 4]]"
4130,"[[0, 2], [0, 4], [1, 2], [1, 4], [3, 4]]"
4131,"[[0, 2], [0, 4], [1, 2], [1, 4], [0, 1, 3]]"
4132,"[[0, 2], [0, 4], [1, 2], [1, 4], [2, 3, 4]]"
4133,"[[0, 2], [0, 4], [1, 2], [2, 3], [2, 4]]"
4134,"[[0, 2], [0, 4], [1, 2], [2, 3], [3, 4]]"
4135,"[[0, 2], [0, 4], [1, 2], [2, 3], [0, 1, 3]]"
4136,"[[0, 2], [0, 4], [1, 2], [2, 3], [1, 3, 4]]"
4137,"[[0, 2], [0, 4], [1, 2], [2, 4], [3, 4]]"
4138,"[[0, 2], [0, 4], [1, 2], [2, 4], [0, 1, 3]]"
4139,"[[0, 2], [0, 4], [1, 2], [2, 4], [1, 3, 4]]"
4140,"[[0, 2], [0, 4], [1, 2], [3, 4], [0, 1, 3]]"
4141,"[[0, 2], [0, 4], [1, 2], [0, 1, 3], [1, 3, 4]]"
4142,"[[0, 2], [0, 4], [1, 2], [0, 1, 3], [2, 3, 4]]"
4143,"[[0, 2], [0, 4], [1, 2], [1, 3, 4], [2, 3, 4]]"
4144,"[[0, 2], [0, 4], [1, 3], [1, 4], [2, 3]]"
4145,"[[0, 2], [0, 4], [1, 3], [1, 4], [2, 4]]"
4146,"[[0, 2], [0, 4], [1, 3], [1, 4], [3, 4]]"
4147,"[[0, 2], [0, 4], [1, 3], [1, 4], [2, 3, 4]]"
4148,"[[0, 2], [0, 4], [1, 3], [2, 3], [2, 4]]"
4149,"[[0, 2], [0, 4], [1, 3], [2, 3], [3, 4]]"
4150,"[[0, 2], [0, 4], [1, 3], [2, 3], [1, 2, 4]]"
4151,"[[0, 2], [0, 4], [1, 3], [2, 4], [3, 4]]"
4152,"[[0, 2], [0, 4], [1, 3], [3, 4], [1, 2, 4]]"
4153,"[[0, 2], [0, 4], [1, 3], [1, 2, 4], [2, 3, 4]]"
4154,"[[0, 2], [0, 4], [1, 4], [2, 3], [2, 4]]"
4155,"[[0, 2], [0, 4], [1, 4], [2, 3], [3, 4]]"
4156,"[[0, 2], [0, 4], [1, 4], [2, 3], [0, 1, 3]]"
4157,"[[0, 2], [0, 4], [1, 4], [2, 4], [3, 4]]"
4158,"[[0, 2], [0, 4], [1, 4], [2, 4], [0, 1, 3]]"
4159,"[[0, 2], [0, 4], [1, 4], [2, 4], [1, 2, 3]]"
4160,"[[0, 2], [0, 4], [1, 4], [3, 4], [0, 1, 3]]"
4161,"[[0, 2], [0, 4], [1, 4], [3, 4], [1, 2, 3]]"
4162,"[[0, 2], [0, 4], [1, 4], [0, 1, 3], [1, 2, 3]]"
4163,"[[0, 2], [0, 4], [1, 4], [0, 1, 3], [2, 3, 4]]"
4164,"[[0, 2], [0, 4], [1, 4], [1, 2, 3], [2, 3, 4]]"
4165,"[[0, 2], [0, 4], [2, 3], [2, 4], [3, 4]]"
4166,"[[0, 2], [0, 4], [2, 3], [2, 4], [0, 1, 3]]"
4167,"[[0, 2], [0, 4], [2, 3], [2, 4], [1, 3, 4]]"
4168,"[[0, 2], [0, 4], [2, 3], [3, 4], [0, 1, 3]]"
4169,"[[0, 2], [0, 4], [2, 3], [3, 4], [1, 2, 4]]"
4170,"[[0, 2], [0, 4], [2, 3], [0, 1, 3], [1, 2, 4]]"
4171,"[[0, 2], [0, 4], [2, 3], [0, 1, 3], [1, 3, 4]]"
4172,"[[0, 2], [0, 4], [2, 3], [1, 2, 4], [1, 3, 4]]"
4173,"[[0, 2], [0, 4], [2, 4], [3, 4], [0, 1, 3]]"
4174,"[[0, 2], [0, 4], [2, 4], [3, 4], [1, 2, 3]]"
4175,"[[0, 2], [0, 4], [2, 4], [0, 1, 3], [1, 2, 3]]"
4176,"[[0, 2], [0, 4], [2, 4], [0, 1, 3], [1, 3, 4]]"
4177,"[[0, 2], [0, 4], [2, 4], [1, 2, 3], [1, 3, 4]]"
4178,"[[0, 2], [0, 4], [3, 4], [0, 1, 3], [1, 2, 3]]"
4179,"[[0, 2], [0, 4], [3, 4], [0, 1, 3], [1, 2, 4]]"
4180,"[[0, 2], [0, 4], [3, 4], [1, 2, 3], [1, 2, 4]]"
4181,"[[0, 2], [0, 4], [0, 1, 3], [1, 2, 3], [1, 2, 4]]"
4182,"[[0, 2], [0, 4], [0, 1, 3], [1, 2, 3], [1, 3, 4]]"
4183,"[[0, 2], [0, 4], [0, 1, 3], [1, 2, 3], [2, 3, 4]]"
4184,"[[0, 2], [0, 4], [0, 1, 3], [1, 2, 4], [1, 3, 4]]"
4185,"[[0, 2], [0, 4], [0, 1, 3], [1, 2, 4], [2, 3, 4]]"
4186,"[[0, 2], [0, 4], [0, 1, 3], [1, 3, 4], [2, 3, 4]]"
4187,"[[0, 2], [0, 4], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
4188,"[[0, 2], [0, 4], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
4189,"[[0, 2], [0, 4], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
4190,"[[0, 2], [0, 4], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
4191,"[[0, 2], [1, 2], [1, 3], [1, 4], [2, 3]]"
4192,"[[0, 2], [1, 2], [1, 3], [1, 4], [2, 4]]"
4193,"[[0, 2], [1, 2], [1, 3], [1, 4], [3, 4]]"
4194,"[[0, 2], [1, 2], [1, 3], [1, 4], [0, 3, 4]]"
4195,"[[0, 2], [1, 2], [1, 3], [1, 4], [2, 3, 4]]"
4196,"[[0, 2], [1, 2], [1, 3], [2, 3], [2, 4]]"
4197,"[[0, 2], [1, 2], [1, 3], [2, 3], [3, 4]]"
4198,"[[0, 2], [1, 2], [1, 3], [2, 3], [0, 1, 4]]"
4199,"[[0, 2], [1, 2], [1, 3], [2, 3], [0, 3, 4]]"
4200,"[[0, 2], [1, 2], [1, 3], [2, 4], [3, 4]]"
4201,"[[0, 2], [1, 2], [1, 3], [2, 4], [0, 1, 4]]"
4202,"[[0, 2], [1, 2], [1, 3], [2, 4], [0, 3, 4]]"
4203,"[[0, 2], [1, 2], [1, 3], [3, 4], [0, 1, 4]]"
4204,"[[0, 2], [1, 2], [1, 3], [0, 1, 4], [0, 3, 4]]"
4205,"[[0, 2], [1, 2], [1, 3], [0, 1, 4], [2, 3, 4]]"
4206,"[[0, 2], [1, 2], [1, 3], [0, 3, 4], [2, 3, 4]]"
4207,"[[0, 2], [1, 2], [1, 4], [2, 3], [2, 4]]"
4208,"[[0, 2], [1, 2], [1, 4], [2, 3], [3, 4]]"
4209,"[[0, 2], [1, 2], [1, 4], [2, 3], [0, 1, 3]]"
4210,"[[0, 2], [1, 2], [1, 4], [2, 3], [0, 3, 4]]"
4211,"[[0, 2], [1, 2], [1, 4], [2, 4], [3, 4]]"
4212,"[[0, 2], [1, 2], [1, 4], [2, 4], [0, 1, 3]]"
4213,"[[0, 2], [1, 2], [1, 4], [2, 4], [0, 3, 4]]"
4214,"[[0, 2], [1, 2], [1, 4], [3, 4], [0, 1, 3]]"
4215,"[[0, 2], [1, 2], [1, 4], [0, 1, 3], [0, 3, 4]]"
4216,"[[0, 2], [1, 2], [1, 4], [0, 1, 3], [2, 3, 4]]"
4217,"[[0, 2], [1, 2], [1, 4], [0, 3, 4], [2, 3, 4]]"
4218,"[[0, 2], [1, 2], [2, 3], [2, 4], [3, 4]]"
4219,"[[0, 2], [1, 2], [2, 3], [2, 4], [0, 1, 3]]"
4220,"[[0, 2], [1, 2], [2, 3], [2, 4], [0, 1, 4]]"
4221,"[[0, 2], [1, 2], [2, 3], [2, 4], [0, 3, 4]]"
4222,"[[0, 2], [1, 2], [2, 3], [2, 4], [1, 3, 4]]"
4223,"[[0, 2], [1, 2], [2, 3], [2, 4], [0, 1, 3, 4]]"
4224,"[[0, 2], [1, 2], [2, 3], [3, 4], [0, 1, 3]]"
4225,"[[0, 2], [1, 2], [2, 3], [3, 4], [0, 1, 4]]"
4226,"[[0, 2], [1, 2], [2, 3], [0, 1, 3], [0, 1, 4]]"
4227,"[[0, 2], [1, 2], [2, 3], [0, 1, 3], [0, 3, 4]]"
4228,"[[0, 2], [1, 2], [2, 3], [0, 1, 3], [1, 3, 4]]"
4229,"[[0, 2], [1, 2], [2, 3], [0, 1, 4], [0, 3, 4]]"
4230,"[[0, 2], [1, 2], [2, 3], [0, 1, 4], [1, 3, 4]]"
